Merge;Random;500;0;496.4
Merge;Reversed;500;0;292.2
Merge;AlmostSorted;500;0;221
Merge;Random;600;0;252.4
Merge;Reversed;600;0;365.8
Merge;AlmostSorted;600;0;417.4
Merge;Random;700;0;424.6
Merge;Reversed;700;0;398.4
Merge;AlmostSorted;700;0;461.4
Merge;Random;800;0;593
Merge;Reversed;800;0;535.2
Merge;AlmostSorted;800;0;547.2
Merge;Random;900;0;611.6
Merge;Reversed;900;0;586.4
Merge;AlmostSorted;900;0;593.2
Merge;Random;1000;0;634.2
Merge;Reversed;1000;0;554.2
Merge;AlmostSorted;1000;0;523.6
Merge;Random;1100;0;609.4
Merge;Reversed;1100;0;554.2
Merge;AlmostSorted;1100;0;526.6
Merge;Random;1200;0;637
Merge;Reversed;1200;0;560.6
Merge;AlmostSorted;1200;0;4147.4
Merge;Random;1300;0;6433.4
Merge;Reversed;1300;0;2523.2
Merge;AlmostSorted;1300;0;4849
Merge;Random;1400;0;5291.2
Merge;Reversed;1400;0;2847.2
Merge;AlmostSorted;1400;0;2176.8
Merge;Random;1500;0;945.8
Merge;Reversed;1500;0;1043
Merge;AlmostSorted;1500;0;724.4
Merge;Random;1600;0;887.2
Merge;Reversed;1600;0;734.2
Merge;AlmostSorted;1600;0;850.6
Merge;Random;1700;0;2275.2
Merge;Reversed;1700;0;900.4
Merge;AlmostSorted;1700;0;877.8
Merge;Random;1800;0;1014.8
Merge;Reversed;1800;0;909.2
Merge;AlmostSorted;1800;0;819.4
Merge;Random;1900;0;997.8
Merge;Reversed;1900;0;1519.6
Merge;AlmostSorted;1900;0;1381.8
Merge;Random;2000;0;1352.2
Merge;Reversed;2000;0;1105.4
Merge;AlmostSorted;2000;0;977.8
Merge;Random;2100;0;1083.8
Merge;Reversed;2100;0;1060.8
Merge;AlmostSorted;2100;0;990.4
Merge;Random;2200;0;1165.2
Merge;Reversed;2200;0;1082.4
Merge;AlmostSorted;2200;0;1605.4
Merge;Random;2300;0;1282.8
Merge;Reversed;2300;0;1154.2
Merge;AlmostSorted;2300;0;2672
Merge;Random;2400;0;1785
Merge;Reversed;2400;0;1174.2
Merge;AlmostSorted;2400;0;1154.8
Merge;Random;2500;0;1294
Merge;Reversed;2500;0;1194.6
Merge;AlmostSorted;2500;0;1185.2
Merge;Random;2600;0;1340.8
Merge;Reversed;2600;0;1236
Merge;AlmostSorted;2600;0;1231.8
Merge;Random;2700;0;1375.6
Merge;Reversed;2700;0;1251.6
Merge;AlmostSorted;2700;0;1227.6
Merge;Random;2800;0;1427.4
Merge;Reversed;2800;0;1318.6
Merge;AlmostSorted;2800;0;1284
Merge;Random;2900;0;1474.6
Merge;Reversed;2900;0;1296.4
Merge;AlmostSorted;2900;0;1374.2
Merge;Random;3000;0;1544
Merge;Reversed;3000;0;2962.2
Merge;AlmostSorted;3000;0;1659.2
Merge;Random;3100;0;1663.8
Merge;Reversed;3100;0;1519.6
Merge;AlmostSorted;3100;0;1520.8
Merge;Random;3200;0;1807.4
Merge;Reversed;3200;0;1563.8
Merge;AlmostSorted;3200;0;1501.4
Merge;Random;3300;0;1739.8
Merge;Reversed;3300;0;1638.2
Merge;AlmostSorted;3300;0;1523.6
Merge;Random;3400;0;1757.8
Merge;Reversed;3400;0;1776.8
Merge;AlmostSorted;3400;0;1595
Merge;Random;3500;0;1850
Merge;Reversed;3500;0;1609.8
Merge;AlmostSorted;3500;0;1629.4
Merge;Random;3600;0;1866.2
Merge;Reversed;3600;0;1692.4
Merge;AlmostSorted;3600;0;1631.4
Merge;Random;3700;0;1889.2
Merge;Reversed;3700;0;1767.4
Merge;AlmostSorted;3700;0;1683.2
Merge;Random;3800;0;1904
Merge;Reversed;3800;0;1720.4
Merge;AlmostSorted;3800;0;1689.2
Merge;Random;3900;0;1974.4
Merge;Reversed;3900;0;1802.2
Merge;AlmostSorted;3900;0;1787
Merge;Random;4000;0;2056.4
Merge;Reversed;4000;0;1836.8
Merge;AlmostSorted;4000;0;1834.2
Merge;Random;4100;0;2126
Merge;Reversed;4100;0;1862.2
Merge;AlmostSorted;4100;0;1862.6
Merge;Random;4200;0;2177
Merge;Reversed;4200;0;2018.8
Merge;AlmostSorted;4200;0;1895.8
Merge;Random;4300;0;2217.2
