QuickSort;Random;500;45.4
QuickSort;Reversed;500;572.4
QuickSort;AlmostSorted;500;888.6
QuickSort;Random;600;70.6
QuickSort;Reversed;600;1050.2
QuickSort;AlmostSorted;600;1455.6
QuickSort;Random;700;78.4
QuickSort;Reversed;700;1490
QuickSort;AlmostSorted;700;1705
QuickSort;Random;800;69.4
QuickSort;Reversed;800;1527.2
QuickSort;AlmostSorted;800;1826.8
QuickSort;Random;900;68
QuickSort;Reversed;900;1438.2
QuickSort;AlmostSorted;900;1845.4
QuickSort;Random;1000;75.6
QuickSort;Reversed;1000;1585
QuickSort;AlmostSorted;1000;2038.2
QuickSort;Random;1100;73.6
QuickSort;Reversed;1100;1703.6
QuickSort;AlmostSorted;1100;2431.6
QuickSort;Random;1200;74
QuickSort;Reversed;1200;2017.4
QuickSort;AlmostSorted;1200;2895.2
QuickSort;Random;1300;79.4
QuickSort;Reversed;1300;2459
QuickSort;AlmostSorted;1300;3322.2
QuickSort;Random;1400;96.4
QuickSort;Reversed;1400;2546.6
QuickSort;AlmostSorted;1400;3925.6
QuickSort;Random;1500;106.6
QuickSort;Reversed;1500;2976.8
QuickSort;AlmostSorted;1500;4223.6
QuickSort;Random;1600;111.8
QuickSort;Reversed;1600;3323.8
QuickSort;AlmostSorted;1600;4775.8
QuickSort;Random;1700;127
QuickSort;Reversed;1700;3616.2
QuickSort;AlmostSorted;1700;5441
QuickSort;Random;1800;134.2
QuickSort;Reversed;1800;4108.6
QuickSort;AlmostSorted;1800;6105.6
QuickSort;Random;1900;127
QuickSort;Reversed;1900;4337.2
QuickSort;AlmostSorted;1900;6758.8
QuickSort;Random;2000;142.2
QuickSort;Reversed;2000;4904.6
QuickSort;AlmostSorted;2000;7278.2
QuickSort;Random;2100;154.8
QuickSort;Reversed;2100;5210.4
QuickSort;AlmostSorted;2100;8190.6
QuickSort;Random;2200;164.4
QuickSort;Reversed;2200;5876.6
QuickSort;AlmostSorted;2200;8944.8
QuickSort;Random;2300;169.4
QuickSort;Reversed;2300;6182
QuickSort;AlmostSorted;2300;9839.2
QuickSort;Random;2400;177
QuickSort;Reversed;2400;7195.2
QuickSort;AlmostSorted;2400;10897.8
QuickSort;Random;2500;193.6
QuickSort;Reversed;2500;7638
QuickSort;AlmostSorted;2500;11439.6
QuickSort;Random;2600;198.6
QuickSort;Reversed;2600;8156.2
QuickSort;AlmostSorted;2600;12318.4
QuickSort;Random;2700;213.2
QuickSort;Reversed;2700;8616.8
QuickSort;AlmostSorted;2700;13710
QuickSort;Random;2800;228.2
QuickSort;Reversed;2800;9267.6
QuickSort;AlmostSorted;2800;14677.4
QuickSort;Random;2900;227.8
QuickSort;Reversed;2900;9791.4
QuickSort;AlmostSorted;2900;15526.4
QuickSort;Random;3000;232.2
QuickSort;Reversed;3000;10529.2
QuickSort;AlmostSorted;3000;16707.4
QuickSort;Random;3100;223
QuickSort;Reversed;3100;11348.6
QuickSort;AlmostSorted;3100;18036.4
QuickSort;Random;3200;266
QuickSort;Reversed;3200;11873.4
QuickSort;AlmostSorted;3200;19004.6
QuickSort;Random;3300;281.4
QuickSort;Reversed;3300;12718
